,date,visitors,weather_rain,weather_temp
1583,2017-11-28,19,1.0,4.6
1584,2017-11-29,12,0.0,3.7
1585,2017-11-30,42,0.0,1.5
1586,2017-12-01,752,0.0,1.2
1587,2017-12-02,4103,0.0,3.2
1588,2017-12-03,2771,1.0,6.1
1589,2017-12-04,9,0.0,1.3
1590,2017-12-05,9,0.0,5.3
1591,2017-12-06,9,0.0,1.0
1592,2017-12-07,6,0.0,8.4
1593,2017-12-08,1482,0.0,5.5
1594,2017-12-09,6488,0.0,4.0
1595,2017-12-10,5407,0.0,1.1
1596,2017-12-11,3,1.0,0.7
1597,2017-12-12,5,1.0,0.5
1598,2017-12-13,7,1.0,2.4
1599,2017-12-14,5,1.0,1.9
1600,2017-12-15,1621,1.0,1.2
1601,2017-12-16,6550,1.0,0.9
1602,2017-12-17,5469,0.0,-2.0
1603,2017-12-18,1,0.0,1.0
1604,2017-12-19,8,0.0,0.5
1605,2017-12-20,2,0.0,3.6
1606,2017-12-21,2,0.0,3.4
1607,2017-12-22,2,0.0,2.5
1608,2017-12-23,1,1.0,8.4
1609,2017-12-27,1,0.0,3.7
1610,2017-12-29,3,0.0,2.5
1611,2017-12-30,1,1.0,1.3
1612,2017-12-31,1,0.0,1.6
1613,2018-01-02,1,1.0,5.2
1614,2018-01-03,1,1.0,3.4
1615,2018-01-04,1,1.0,3.0
1616,2018-01-05,3,0.0,1.7
1617,2018-01-08,2,0.0,2.3
1618,2018-01-09,2,0.0,0.1
1619,2018-01-10,3,0.0,1.2
1620,2018-01-11,1,0.0,1.9
1621,2018-01-12,5,0.0,1.4
1622,2018-01-15,5,0.0,-1.1
1623,2018-01-16,2,1.0,1.4
1624,2018-01-17,6,1.0,0.6
1625,2018-01-18,7,1.0,0.6
1626,2018-01-19,6,0.0,1.1
1627,2018-01-20,5,0.0,-1.6
1628,2018-01-21,8,0.0,0.6
1629,2018-01-22,4,0.0,-3.6
1630,2018-01-23,4,0.0,-2.1
1631,2018-01-24,3,1.0,5.8
1632,2018-01-25,3,0.0,7.6
1633,2018-01-26,8,0.0,6.6
1634,2018-01-28,1,1.0,5.0
1635,2018-01-29,11,1.0,0.8
1636,2018-01-30,18,0.0,0.4
1637,2018-01-31,5,1.0,1.7
1638,2018-02-01,5,1.0,2.2
1639,2018-02-02,29,1.0,-3.8
1640,2018-02-03,9,1.0,-3.0
1641,2018-02-04,5,1.0,-3.0
1642,2018-02-05,6,0.0,-4.1
1643,2018-02-07,5,1.0,-2.2
1644,2018-02-08,4,1.0,2.0
1645,2018-02-09,15,0.0,-1.4
1646,2018-02-10,5,1.0,1.5
1647,2018-02-12,3,0.0,2.5
1648,2018-02-13,1,1.0,3.4
1649,2018-02-14,11,0.0,3.0
1650,2018-02-15,6,0.0,1.7
1651,2018-02-16,5,0.0,1.5
1652,2018-02-17,3,1.0,1.2
1653,2018-02-19,1,1.0,0.8
1654,2018-02-21,3,1.0,-3.0
1655,2018-02-22,1,0.0,-2.7
1656,2018-02-23,2,1.0,-1.5
1657,2018-02-24,177,0.0,-4.0
1658,2018-02-25,77,1.0,-5.2
1659,2018-02-26,2,0.0,-3.2
1660,2018-02-27,13,1.0,-10.2
1661,2018-02-28,2,1.0,-8.1
1662,2018-03-01,5,0.0,-5.1
1663,2018-03-02,12,0.0,-3.7
1664,2018-03-03,269,0.0,-2.3
1665,2018-03-04,75,0.0,-2.9
1666,2018-03-05,22,0.0,-1.8
1667,2018-03-06,7,1.0,-0.5
1668,2018-03-07,4,0.0,1.8
1669,2018-03-08,9,1.0,-1.1
1670,2018-03-09,13,1.0,0.6
1671,2018-03-10,157,0.0,-0.9
1672,2018-03-11,38,0.0,0.5
1673,2018-03-12,16,0.0,2.5
1674,2018-03-13,5,1.0,1.1
1675,2018-03-14,20,0.0,2.6
1676,2018-03-15,75,0.0,-0.7
1677,2018-03-16,71,1.0,-1.4
1678,2018-03-17,88,0.0,-1.3
1679,2018-03-18,47,0.0,2.3
1680,2018-03-19,4,0.0,3.7
1681,2018-03-20,7,0.0,2.3
1682,2018-03-21,7,0.0,4.7
1683,2018-03-22,22,0.0,3.6
1684,2018-03-23,1,0.0,8.2
1685,2018-03-24,127,0.0,5.1
1686,2018-03-25,49,0.0,8.1
1687,2018-03-26,6,1.0,0.8
1688,2018-03-27,19,0.0,2.8
1689,2018-03-28,5,0.0,2.7
1690,2018-03-29,3,0.0,2.1
1691,2018-03-30,10,0.0,4.2
1692,2018-03-31,348,0.0,4.2
1693,2018-04-01,128,0.0,0.9
1694,2018-04-03,5,0.0,7.2
1695,2018-04-04,4,1.0,9.6
1696,2018-04-05,9,1.0,10.5
1697,2018-04-06,9,1.0,8.3
1698,2018-04-07,245,0.0,12.4
1699,2018-04-08,143,0.0,14.4
1700,2018-04-09,13,0.0,13.2
1701,2018-04-10,14,0.0,9.5
1702,2018-04-11,58,0.0,8.4
1703,2018-04-12,50,0.0,10.4
1704,2018-04-13,36,0.0,12.9
1705,2018-04-14,196,0.0,16.1
1706,2018-04-15,182,0.0,12.1
1707,2018-04-16,14,0.0,14.1
1708,2018-04-17,38,0.0,14.6
1709,2018-04-18,27,0.0,18.2
1710,2018-04-19,16,0.0,20.3
1711,2018-04-20,17,0.0,26.1
1712,2018-04-21,318,0.0,18.0
1713,2018-04-22,812,0.0,16.7
1714,2018-04-23,8,1.0,11.0
1715,2018-04-24,4,1.0,11.2
1716,2018-04-25,14,1.0,12.5
1717,2018-04-26,13,0.0,13.7
1718,2018-04-27,6,0.0,12.5
1719,2018-04-28,3177,1.0,11.6
1720,2018-04-29,3633,1.0,11.5
1721,2018-04-30,3299,0.0,11.5
1722,2018-05-01,4965,0.0,13.5
1723,2018-05-02,11,0.0,14.5
1724,2018-05-03,5,1.0,9.5
1725,2018-05-04,921,0.0,14.7
1726,2018-05-05,4274,0.0,19.5
1727,2018-05-06,3271,0.0,20.4
1728,2018-05-07,15,0.0,24.1
1729,2018-05-08,7,0.0,25.6
1730,2018-05-09,28,0.0,22.4
1731,2018-05-10,5131,0.0,20.1
1732,2018-05-11,4436,0.0,22.6
1733,2018-05-12,5814,0.0,20.0
1734,2018-05-13,3184,0.0,24.0
1735,2018-05-14,3,0.0,26.9
1736,2018-05-15,14,0.0,27.5
1737,2018-05-16,9,0.0,27.8
1738,2018-05-17,30,0.0,20.4
1739,2018-05-18,1733,0.0,19.5
1740,2018-05-19,5000,0.0,21.9
1741,2018-05-20,3345,0.0,24.7
1742,2018-05-21,19,0.0,24.8
1743,2018-05-22,1,0.0,23.6
1744,2018-05-23,4,0.0,25.1
1745,2018-05-24,8,0.0,23.2
1746,2018-05-25,2607,0.0,23.2
1747,2018-05-26,5670,0.0,25.9
1748,2018-05-27,3155,0.0,25.3
1749,2018-05-28,1392,0.0,22.5
1750,2018-05-29,925,0.0,28.2
1751,2018-05-30,745,0.0,27.9
1752,2018-05-31,1180,0.0,22.4
1753,2018-06-01,1687,0.0,26.9
1754,2018-06-02,4754,0.0,29.6
1755,2018-06-03,2625,0.0,31.2
1756,2018-06-04,1471,0.0,24.5
1757,2018-06-05,2232,0.0,16.7
1758,2018-06-06,5173,0.0,20.2
1759,2018-06-07,1692,0.0,26.5
1760,2018-06-08,2227,0.0,22.4
1761,2018-06-09,5968,0.0,27.4
1762,2018-06-10,5210,0.0,29.2
1763,2018-06-11,1419,1.0,22.9
1764,2018-06-12,1569,0.0,22.9
1765,2018-06-13,1295,1.0,20.6
1766,2018-06-14,2160,0.0,22.9
1767,2018-06-15,3201,0.0,22.8
1768,2018-06-16,6420,0.0,22.6
1769,2018-06-17,3513,1.0,19.0
1770,2018-06-18,2544,0.0,20.8
1771,2018-06-19,3149,1.0,20.5
1772,2018-06-20,2577,0.0,18.0
1773,2018-06-21,1650,1.0,17.0
1774,2018-06-22,3588,1.0,17.7
1775,2018-06-23,6343,0.0,19.1
1776,2018-06-24,4299,0.0,22.6
1777,2018-06-25,3390,0.0,24.5
1778,2018-06-26,4527,0.0,24.9
1779,2018-06-27,3497,0.0,29.7
1780,2018-06-28,3496,0.0,30.8
1781,2018-06-29,4177,0.0,21.0
1782,2018-06-30,6899,0.0,20.6
1783,2018-07-01,5484,0.0,22.9
1784,2018-07-02,5296,0.0,24.5
1785,2018-07-03,5192,0.0,24.5
1786,2018-07-04,5600,0.0,27.6
1787,2018-07-05,5875,0.0,26.7
1788,2018-07-06,4444,0.0,29.2
1789,2018-07-07,4385,1.0,20.5
1790,2018-07-08,6951,0.0,26.0
1791,2018-07-09,7631,0.0,22.0
1792,2018-07-10,8983,1.0,26.1
1793,2018-07-11,8380,0.0,27.4
1794,2018-07-12,8092,0.0,26.0
1795,2018-07-13,6232,0.0,29.6
1796,2018-07-14,6813,0.0,29.8
1797,2018-07-15,5005,0.0,31.3
1798,2018-07-16,5775,0.0,33.2
1799,2018-07-17,7398,0.0,30.7
1800,2018-07-18,7770,0.0,31.2
1801,2018-07-19,7546,0.0,30.1
1802,2018-07-20,6114,1.0,31.1
1803,2018-07-21,7630,0.0,28.4
1804,2018-07-22,6347,0.0,27.3
1805,2018-07-23,7013,0.0,28.0
1806,2018-07-24,7213,0.0,31.0
1807,2018-07-25,6653,0.0,33.5
1808,2018-07-26,6152,0.0,33.5
1809,2018-07-27,5262,0.0,32.4
1810,2018-07-28,7460,0.0,28.1
1811,2018-07-29,4103,1.0,26.6
1812,2018-07-30,6399,1.0,26.6
1813,2018-07-31,7576,0.0,30.7
1814,2018-08-01,6694,0.0,33.0
1815,2018-08-02,7022,0.0,28.7
1816,2018-08-03,6171,0.0,28.9
1817,2018-08-04,7246,1.0,27.4
1818,2018-08-05,5936,0.0,27.5
1819,2018-08-06,5947,0.0,23.7
1820,2018-08-07,7512,0.0,27.4
1821,2018-08-08,4482,0.0,33.0
1822,2018-08-09,4546,0.0,28.7
1823,2018-08-10,3856,0.0,27.2
1824,2018-08-11,7604,0.0,24.2
1825,2018-08-12,3255,1.0,19.2
1826,2018-08-13,4834,0.0,22.9
1827,2018-08-14,2531,1.0,16.5
1828,2018-08-15,4044,0.0,22.1
1829,2018-08-16,3954,0.0,24.4
1830,2018-08-17,2868,1.0,26.8
1831,2018-08-18,7167,0.0,23.0
1832,2018-08-19,4205,0.0,23.3
1833,2018-08-20,2,1.0,20.1
1834,2018-08-21,1,0.0,20.7
1835,2018-08-22,2,0.0,22.7
1836,2018-08-23,13,0.0,27.6
1837,2018-08-24,1954,0.0,22.4
1838,2018-08-25,6729,0.0,20.2
1839,2018-08-26,4019,1.0,19.3
1840,2018-08-27,6,1.0,19.3
1841,2018-08-28,14,1.0,18.2
1842,2018-08-29,12,1.0,20.4
1843,2018-08-30,13,1.0,20.6
1844,2018-08-31,645,1.0,15.3
1845,2018-09-01,3978,0.0,18.8
1846,2018-09-02,3465,0.0,23.1
1847,2018-09-03,5,0.0,23.2
1848,2018-09-04,5,0.0,23.5
1849,2018-09-05,11,0.0,24.7
1850,2018-09-06,14,0.0,20.7
1851,2018-09-07,1250,0.0,19.3
1852,2018-09-08,4055,1.0,20.3
1853,2018-09-09,3431,0.0,20.9
1854,2018-09-10,3,1.0,19.7
1855,2018-09-12,15,0.0,17.2
1856,2018-09-13,35,0.0,17.8
1857,2018-09-14,984,0.0,16.6
1858,2018-09-15,3704,0.0,17.2
1859,2018-09-16,2821,0.0,16.8
1860,2018-09-17,2,0.0,16.7
1861,2018-09-18,5,0.0,24.6
1862,2018-09-19,12,0.0,22.4
1863,2018-09-21,1144,1.0,24.0
1864,2018-09-22,3606,0.0,16.1
1865,2018-09-23,2584,1.0,15.4
1866,2018-09-28,906,0.0,10.9
1867,2018-09-29,3102,1.0,13.0
1868,2018-09-30,4521,0.0,14.2
1869,2018-10-06,5251,0.0,12.2
1870,2018-10-07,5204,0.0,11.5
1871,2018-10-27,5056,0.0,4.0
1872,2018-10-28,4477,1.0,3.6
1873,2018-10-31,3836,0.0,10.4
1874,2018-11-01,6772,0.0,10.3
1875,2018-11-02,6941,0.0,11.1
1876,2018-11-03,8715,0.0,10.0
1877,2018-11-04,4507,0.0,8.1
1878,2018-11-30,248,1.0,2.1
1879,2018-12-01,2885,0.0,2.3
1880,2018-12-02,1357,1.0,5.1
1881,2018-12-07,789,0.0,2.3
1882,2018-12-08,4866,1.0,6.6
1883,2018-12-09,3323,1.0,5.4
1884,2018-12-14,1594,0.0,-0.1
1885,2018-12-15,6387,0.0,-0.7
1886,2018-12-16,4830,1.0,0.5
1887,2019-04-19,8448,0.0,21.4
1888,2019-04-20,8299,0.0,21.4
1889,2019-04-21,7498,0.0,20.9
1890,2019-04-22,6713,0.0,19.4
1891,2019-04-26,1444,0.0,21.0
1892,2019-04-27,3731,1.0,19.6
1893,2019-04-28,2311,0.0,17.2
1894,2019-05-01,7326,1.0,15.7
1895,2019-05-03,856,1.0,8.4
1896,2019-05-04,2943,0.0,9.1
1897,2019-05-05,3003,0.0,12.0
1898,2019-05-10,1586,1.0,14.9
1899,2019-05-11,5060,0.0,16.2
1900,2019-05-12,2659,0.0,11.7
1901,2019-05-17,2266,0.0,19.3
1902,2019-05-18,4460,0.0,19.4
1903,2019-05-19,3188,0.0,20.4
1904,2019-05-24,2334,1.0,19.5
1905,2019-05-25,4654,0.0,18.5
1906,2019-05-26,3010,1.0,15.7
1907,2019-05-27,963,1.0,13.5
1908,2019-05-28,1247,1.0,18.2
1909,2019-05-29,1493,0.0,15.6
1910,2019-05-30,6230,0.0,17.5
1911,2019-05-31,8311,0.0,19.1
1912,2019-06-01,5272,1.0,18.7
1913,2019-06-02,4410,0.0,21.1
1914,2019-06-03,1571,0.0,23.3
1915,2019-06-04,1737,0.0,22.6
1916,2019-06-05,1710,0.0,27.6
1917,2019-06-06,5539,0.0,28.3
1918,2019-06-07,6470,0.0,27.4
1919,2019-06-08,6240,1.0,27.0
1920,2019-06-09,4651,1.0,19.9
1921,2019-06-10,1998,0.0,23.0
1922,2019-06-11,948,1.0,16.6
1923,2019-06-12,921,1.0,17.2
1924,2019-06-13,1218,0.0,21.9
1925,2019-06-14,3073,0.0,24.2
1926,2019-06-15,5978,0.0,26.9
1927,2019-06-16,4418,0.0,26.8
1928,2019-06-17,3357,0.0,23.3
1929,2019-06-18,3582,0.0,27.6
1930,2019-06-19,2776,1.0,28.6
1931,2019-06-20,1664,1.0,27.9
1932,2019-06-21,5130,0.0,21.8
1933,2019-06-22,7943,0.0,21.2
1934,2019-06-23,5420,0.0,22.1
1935,2019-06-24,4194,0.0,23.2
1936,2019-06-25,5527,0.0,23.6
1937,2019-06-26,3259,1.0,21.1
1938,2019-06-27,5595,0.0,22.2
1939,2019-06-28,4719,0.0,23.3
1940,2019-06-29,6679,0.0,27.2
1941,2019-06-30,4694,0.0,31.7
1942,2019-07-01,6272,0.0,22.2
1943,2019-07-02,3276,1.0,15.0
1944,2019-07-03,8424,0.0,18.8
1945,2019-07-04,5700,1.0,17.3
1946,2019-07-05,5396,0.0,19.1
1947,2019-07-06,8571,0.0,20.8
1948,2019-07-07,5727,1.0,19.7
1949,2019-07-08,7502,1.0,20.0
1950,2019-07-09,8651,0.0,16.5
1951,2019-07-10,10705,0.0,22.6
1952,2019-07-11,9722,0.0,24.2
1953,2019-07-12,6968,1.0,22.6
1954,2019-07-13,9345,0.0,22.7
1955,2019-07-14,8442,0.0,25.7
1956,2019-07-15,5056,1.0,20.4
1957,2019-07-16,6867,1.0,15.8
1958,2019-07-17,12582,0.0,21.0
1959,2019-07-18,12273,0.0,24.5
1960,2019-07-19,9569,0.0,25.1
1961,2019-07-20,10206,0.0,26.8
1962,2019-07-21,5040,1.0,20.3
1963,2019-07-22,9590,0.0,23.2
1964,2019-07-23,12105,0.0,21.2
1965,2019-07-24,8959,0.0,28.2
1966,2019-07-25,7086,0.0,31.0
1967,2019-07-26,5753,0.0,29.3
1968,2019-07-27,7643,0.0,29.1
1969,2019-07-28,5773,0.0,30.3
1970,2019-07-29,6680,0.0,28.9
1971,2019-07-30,9212,1.0,19.2
1972,2019-07-31,13274,0.0,18.2
1973,2019-08-01,11266,0.0,23.4
1974,2019-08-02,8317,0.0,26.6
1975,2019-08-03,9230,0.0,22.0
1976,2019-08-04,5288,1.0,21.0
1977,2019-08-05,7556,0.0,24.0
1978,2019-08-06,6560,0.0,22.5
1979,2019-08-07,9930,1.0,24.5
1980,2019-08-08,5899,1.0,22.4
1981,2019-08-09,6202,0.0,24.9
1982,2019-08-10,4664,1.0,19.1
1983,2019-08-11,3936,1.0,23.5
1984,2019-08-12,5478,1.0,23.1
1985,2019-08-13,6067,0.0,21.8
1986,2019-08-14,5174,1.0,19.9
1987,2019-08-15,4684,0.0,21.7
1988,2019-08-16,3998,0.0,24.0
1989,2019-08-17,6801,1.0,20.8
1990,2019-08-18,2947,1.0,20.7
1991,2019-08-23,1924,1.0,20.5
1992,2019-08-24,8054,0.0,22.8
1993,2019-08-25,4733,0.0,27.5
1994,2019-08-30,2227,0.0,21.6
1995,2019-08-31,7070,0.0,25.5
1996,2019-09-01,2880,1.0,27.8
1997,2019-09-06,1480,0.0,16.5
1998,2019-09-07,4722,0.0,18.9
1999,2019-09-08,3542,0.0,19.8
2000,2019-09-13,1178,0.0,17.7
2001,2019-09-14,5213,0.0,17.4
2002,2019-09-15,2676,1.0,16.5
2003,2019-09-20,1226,0.0,14.9
2004,2019-09-21,5639,0.0,21.6
2005,2019-09-22,3596,0.0,15.9
2006,2019-09-27,1245,1.0,15.5
2007,2019-09-28,2435,0.0,14.7
2008,2019-09-29,2101,0.0,13.9
2009,2019-10-05,2715,0.0,7.7
2010,2019-10-06,2032,0.0,6.4
2011,2019-10-12,287,1.0,14.8
2012,2019-10-13,195,0.0,14.2
2013,2019-10-19,424,0.0,13.1
2014,2019-10-20,246,1.0,13.9
2015,2019-10-26,6920,1.0,13.8
2016,2019-10-27,5658,1.0,7.6
2017,2019-10-30,6426,0.0,5.3
2018,2019-10-31,7401,0.0,9.4
2019,2019-11-01,9533,0.0,7.0
2020,2019-11-02,9813,0.0,6.6
2021,2019-11-03,3582,1.0,3.5
2022,2019-11-09,445,1.0,3.8
2023,2019-11-10,436,1.0,-0.3
2024,2019-11-16,644,1.0,7.1
2025,2019-11-17,557,1.0,8.2
2026,2019-11-23,755,1.0,5.5
2027,2019-11-24,424,0.0,3.3
2028,2019-11-29,393,1.0,-1.3
2029,2019-11-30,4247,0.0,1.4
2030,2019-12-01,2917,0.0,-0.6
2031,2019-12-06,456,1.0,9.0
2032,2019-12-07,5287,1.0,7.9
2033,2019-12-08,2786,1.0,8.5
2034,2019-12-13,413,1.0,3.5
2035,2019-12-14,6301,1.0,3.6
2036,2019-12-15,7151,1.0,4.8
2037,2020-03-07,261,1.0,6.7
2038,2020-03-08,239,0.0,9.0
2039,2020-03-14,134,0.0,4.1
2040,2020-03-15,149,0.0,7.9
2041,2020-03-21,134,0.0,4.6
2042,2020-03-22,115,0.0,6.0
2043,2020-03-28,218,1.0,10.1
2044,2020-03-29,102,0.0,6.5
2045,2020-04-04,643,0.0,9.4
2046,2020-04-05,595,0.0,12.7
2047,2020-04-10,1261,0.0,12.3
2048,2020-04-11,1333,0.0,13.4
2049,2020-04-12,1105,0.0,14.9
2050,2020-04-13,1151,0.0,8.3
2051,2020-04-18,1782,0.0,10.6
2052,2020-04-19,1791,0.0,14.9
2053,2020-04-25,2630,0.0,12.6
2054,2020-04-26,2283,0.0,14.7
2055,2020-04-30,172,1.0,8.2
2056,2020-05-01,1294,1.0,10.8
2057,2020-05-02,2322,0.0,14.8
2058,2020-05-03,2059,1.0,16.9
2059,2020-05-09,3255,0.0,13.5
2060,2020-05-10,1363,0.0,19.7
2061,2020-05-16,2848,0.0,12.1
2062,2020-05-17,1781,1.0,13.7
2063,2020-05-21,4240,0.0,19.3
2064,2020-05-22,4136,0.0,17.1
2065,2020-05-23,1678,1.0,10.9
2066,2020-05-24,2201,1.0,15.8
2067,2020-05-30,3062,0.0,19.9
2068,2020-05-31,2950,0.0,22.6
2069,2020-06-01,810,0.0,27.2
2070,2020-06-02,527,0.0,21.2
2071,2020-06-03,619,0.0,18.8
2072,2020-06-04,833,0.0,19.5
2073,2020-06-05,987,1.0,14.9
2074,2020-06-06,1982,1.0,15.0
2075,2020-06-07,2842,0.0,19.3
2076,2020-06-08,849,0.0,20.8
2077,2020-06-09,677,0.0,23.1
2078,2020-06-10,796,0.0,23.9
2079,2020-06-11,1168,0.0,24.5
2080,2020-06-12,2131,0.0,23.8
2081,2020-06-13,3164,0.0,22.2
2082,2020-06-14,3275,0.0,23.9
2083,2020-06-15,1469,0.0,26.1
2084,2020-06-16,1066,1.0,18.5
2085,2020-06-17,1380,1.0,21.5
2086,2020-06-18,1353,0.0,25.6
2087,2020-06-19,3405,0.0,26.7
2088,2020-06-20,3718,0.0,25.9
2089,2020-06-21,3256,0.0,23.5
2090,2020-06-22,1706,1.0,22.6
2091,2020-06-23,2230,0.0,24.9
2092,2020-06-24,1585,0.0,29.9
2093,2020-06-25,1572,0.0,30.3
2094,2020-06-26,1791,0.0,31.3
2095,2020-06-27,3798,0.0,29.6
2096,2020-06-28,3043,0.0,29.7
2097,2020-06-29,2424,0.0,24.7
2098,2020-06-30,2877,1.0,21.7
2099,2020-07-01,2268,1.0,20.0
2100,2020-07-02,4255,0.0,21.6
2101,2020-07-03,4152,0.0,19.6
2102,2020-07-04,3619,1.0,19.5
2103,2020-07-05,1983,1.0,22.0
2104,2020-07-06,4269,1.0,19.4
2105,2020-07-07,4809,1.0,19.7
2106,2020-07-08,4538,1.0,15.5
2107,2020-07-09,4760,1.0,20.0
2108,2020-07-10,4482,1.0,20.5
2109,2020-07-11,4322,0.0,20.5
2110,2020-07-12,4821,0.0,20.8
2111,2020-07-13,4678,1.0,21.0
2112,2020-07-14,4869,0.0,20.4
2113,2020-07-15,4859,1.0,19.3
2114,2020-07-16,4359,0.0,24.8
2115,2020-07-17,4726,0.0,27.1
2116,2020-07-18,4735,0.0,25.6
2117,2020-07-19,3810,0.0,26.8
2118,2020-07-20,3814,1.0,22.3
2119,2020-07-21,4520,1.0,19.2
2120,2020-07-22,4816,0.0,20.1
2121,2020-07-23,4642,0.0,20.1
2122,2020-07-24,4715,0.0,18.1
2123,2020-07-25,4954,0.0,23.3
2124,2020-07-26,4656,1.0,23.8
2125,2020-07-27,4660,0.0,22.7
2126,2020-07-28,4433,1.0,19.6
2127,2020-07-29,4714,1.0,19.8
2128,2020-07-30,4864,0.0,22.0
2129,2020-07-31,4956,0.0,24.0
2130,2020-08-01,4618,0.0,26.9
2131,2020-08-02,4796,0.0,24.6
2132,2020-08-03,5046,0.0,22.2
2133,2020-08-04,5265,0.0,23.0
2134,2020-08-05,5262,0.0,20.4
2135,2020-08-06,5320,0.0,27.4
2136,2020-08-07,4878,0.0,29.5
2137,2020-08-08,4724,0.0,30.2
2138,2020-08-09,4826,0.0,30.3
2139,2020-08-10,4020,0.0,24.9
2140,2020-08-11,3960,0.0,25.0
2141,2020-08-12,3643,0.0,26.8
2142,2020-08-13,3463,0.0,28.2
2143,2020-08-14,3323,0.0,29.3
2144,2020-08-15,4692,0.0,30.2
2145,2020-08-16,3584,0.0,29.9
2146,2020-08-22,3849,0.0,25.8
2147,2020-08-23,3724,1.0,21.9
2148,2020-08-29,2447,1.0,14.4
2149,2020-08-30,2670,1.0,17.7
2150,2020-09-05,4082,1.0,18.6
2151,2020-09-06,3170,1.0,17.7
2152,2020-09-12,2122,1.0,15.2
2153,2020-09-13,1624,1.0,15.9
2154,2020-09-19,3697,0.0,18.7
2155,2020-09-20,2783,0.0,17.4
2156,2020-09-26,2417,0.0,18.6
2157,2020-09-27,2844,0.0,18.5
2158,2020-10-03,2595,0.0,14.2
2159,2020-10-04,915,1.0,15.0
2160,2020-10-17,4399,0.0,11.7
2161,2020-10-18,4982,0.0,8.6
2162,2020-10-24,5986,0.0,11.9
2163,2020-10-25,5480,0.0,13.2
2164,2020-10-26,5778,1.0,12.1
2165,2020-10-27,6103,1.0,10.4
2166,2020-10-28,6307,1.0,11.0
2167,2020-10-29,6505,1.0,11.7
2168,2020-10-30,6104,0.0,7.0
2169,2020-10-31,5945,1.0,9.6
2170,2020-11-01,5714,0.0,10.9
2171,2020-11-27,288,0.0,3.2
2172,2020-11-28,3582,0.0,1.0
2173,2020-11-29,3349,0.0,0.3
2174,2020-12-04,1653,1.0,4.3
2175,2020-12-05,4876,1.0,6.8
2176,2020-12-06,3882,0.0,7.8
2177,2020-12-11,1952,1.0,3.5
2178,2020-12-12,4345,1.0,4.9
2179,2020-12-13,3830,1.0,3.7
2180,2020-12-18,1424,0.0,7.7
2181,2020-12-19,4490,0.0,8.1
2182,2020-12-20,3904,1.0,7.3
2183,2021-04-01,1365,0.0,10.6
2184,2021-04-02,2882,0.0,10.4
2185,2021-04-03,3101,0.0,9.0
2186,2021-04-04,3575,0.0,13.2
2187,2021-04-05,2907,1.0,4.7
2188,2021-04-06,2155,0.0,9.2
2189,2021-04-07,1626,1.0,9.3
2190,2021-04-08,1964,0.0,10.4
2191,2021-04-09,1800,1.0,9.6
2192,2021-04-10,3404,0.0,10.4
2193,2021-04-11,2192,1.0,7.1
2194,2021-04-17,2302,0.0,14.6
2195,2021-04-18,1858,0.0,16.6
2196,2021-04-24,2999,0.0,9.2
2197,2021-04-25,2366,1.0,7.5
2198,2021-05-01,2555,0.0,13.8
2199,2021-05-02,1516,0.0,13.0
2200,2021-05-08,2358,0.0,14.1
2201,2021-05-09,617,1.0,9.1
2202,2021-05-13,3994,0.0,22.1
2203,2021-05-14,3076,1.0,18.8
2204,2021-05-15,2762,0.0,13.8
2205,2021-05-16,2147,1.0,15.4
2206,2021-05-22,2535,1.0,16.6
2207,2021-05-23,1326,1.0,14.5
2208,2021-05-29,3280,0.0,20.4
2209,2021-05-30,2614,0.0,22.0
2210,2021-05-31,858,0.0,24.5
2211,2021-06-01,1292,0.0,17.9
2212,2021-06-02,1138,0.0,21.3
2213,2021-06-03,1132,0.0,21.7
2214,2021-06-04,2548,0.0,23.8
2215,2021-06-05,4166,0.0,25.9
2216,2021-06-06,3882,0.0,27.8
2217,2021-06-07,1577,0.0,26.1
2218,2021-06-08,1067,0.0,21.2
2219,2021-06-09,1247,0.0,24.6
2220,2021-06-10,1636,0.0,24.4
2221,2021-06-11,3163,0.0,24.5
2222,2021-06-12,4955,0.0,21.4
2223,2021-06-13,4674,0.0,22.3
2224,2021-06-14,2699,1.0,22.0
2225,2021-06-15,2304,0.0,20.8
2226,2021-06-16,2395,0.0,22.9
2227,2021-06-17,2323,0.0,27.9
2228,2021-06-18,2686,0.0,33.3
2229,2021-06-19,4396,0.0,30.7
2230,2021-06-20,3248,0.0,29.4
2231,2021-06-21,3097,1.0,26.0
2232,2021-06-22,2750,0.0,23.9
2233,2021-06-23,3006,1.0,21.5
2234,2021-06-24,3273,1.0,24.7
2235,2021-06-25,3877,1.0,19.8
2236,2021-06-26,4166,1.0,23.9
2237,2021-06-27,4332,0.0,23.0
2238,2021-06-28,3342,0.0,26.1
2239,2021-06-29,3425,0.0,25.3
2240,2021-06-30,3656,0.0,20.9
2241,2021-07-01,3816,0.0,25.6
2242,2021-07-02,3819,0.0,26.0
2243,2021-07-03,5545,0.0,25.9
2244,2021-07-04,5044,0.0,27.7
2245,2021-07-05,4705,1.0,25.9
2246,2021-07-06,4466,0.0,26.9
2247,2021-07-07,4425,0.0,21.6
2248,2021-07-08,5353,0.0,26.0
2249,2021-07-09,4954,0.0,25.1
2250,2021-07-10,5282,0.0,25.4
2251,2021-07-11,5853,0.0,24.5
2252,2021-07-12,5995,0.0,26.4
2253,2021-07-13,5999,0.0,26.6
2254,2021-07-14,5749,0.0,29.7
2255,2021-07-15,5750,0.0,31.5
