,date,visitors,weather_rain,weather_temp
902,2014-07-24,5441,0.0,31.6
903,2014-07-25,4914,0.0,31.2
904,2014-07-26,6311,0.0,29.7
905,2014-07-27,4975,0.0,29.1
906,2014-07-28,5521,0.0,29.8
907,2014-07-29,7598,0.0,30.3
908,2014-07-30,5624,1.0,25.6
909,2014-07-31,8956,0.0,25.9
910,2014-08-01,7185,0.0,26.1
911,2014-08-02,7203,0.0,26.9
912,2014-08-03,4211,0.0,31.2
913,2014-08-04,3727,0.0,32.5
914,2014-08-05,5551,1.0,22.2
915,2014-08-06,4422,1.0,20.9
916,2014-08-07,7177,0.0,25.7
917,2014-08-08,5286,0.0,26.8
918,2014-08-09,6571,0.0,26.6
919,2014-08-10,4405,0.0,23.7
920,2014-08-11,2117,1.0,24.4
921,2014-08-12,3285,1.0,22.9
922,2014-08-13,4170,1.0,22.5
923,2014-08-14,3825,1.0,21.5
924,2014-08-15,4022,1.0,22.0
925,2014-08-16,4523,1.0,19.4
926,2014-08-17,3230,1.0,17.6
927,2014-08-18,1,0.0,19.2
928,2014-08-22,1957,1.0,18.4
929,2014-08-23,3722,1.0,14.5
930,2014-08-24,3084,0.0,18.9
931,2014-08-27,7,0.0,20.7
932,2014-08-29,1516,0.0,20.8
933,2014-08-30,6701,0.0,17.6
934,2014-08-31,2251,0.0,17.3
935,2014-09-05,1141,0.0,21.6
936,2014-09-06,4726,0.0,22.8
937,2014-09-07,3639,0.0,21.3
938,2014-09-12,606,0.0,21.2
939,2014-09-13,2882,0.0,17.6
940,2014-09-14,1676,0.0,18.8
941,2014-09-19,718,0.0,20.3
942,2014-09-20,3602,0.0,18.4
943,2014-09-21,3644,1.0,13.4
944,2014-09-23,1,0.0,10.2
945,2014-09-26,552,1.0,17.3
946,2014-09-27,4460,0.0,17.4
947,2014-09-28,6360,0.0,16.3
948,2014-10-02,10,1.0,14.7
949,2014-10-04,390,0.0,16.6
950,2014-10-05,209,0.0,15.6
951,2014-10-11,400,0.0,16.0
952,2014-10-12,136,1.0,12.2
953,2014-10-18,389,1.0,9.4
954,2014-10-19,127,1.0,16.1
955,2014-10-25,406,1.0,10.9
956,2014-10-26,301,0.0,13.2
957,2014-10-30,5606,0.0,9.5
958,2014-10-31,6711,0.0,9.5
959,2014-11-01,5578,1.0,9.6
960,2014-11-02,5194,0.0,15.2
961,2014-11-08,259,0.0,7.6
962,2014-11-09,17,0.0,9.1
963,2014-11-14,4,0.0,8.3
964,2014-11-15,161,1.0,6.8
965,2014-11-22,201,0.0,4.5
966,2014-11-23,102,0.0,6.9
967,2014-11-28,2,0.0,3.2
968,2014-11-29,135,1.0,2.2
969,2014-11-30,67,0.0,2.0
970,2014-12-06,96,1.0,4.6
971,2014-12-07,24,0.0,4.9
972,2014-12-13,28,0.0,3.8
973,2014-12-14,2,0.0,3.9
974,2014-12-15,1,0.0,5.4
975,2015-01-31,205,1.0,0.7
976,2015-02-01,68,1.0,0.6
977,2015-02-07,315,0.0,4.1
978,2015-02-08,44,0.0,0.7
979,2015-02-14,209,0.0,2.4
980,2015-02-15,86,1.0,1.9
981,2015-02-19,52,0.0,7.0
982,2015-02-20,137,1.0,5.0
983,2015-02-21,339,1.0,4.0
984,2015-02-22,48,0.0,3.8
985,2015-02-26,140,0.0,4.9
986,2015-02-27,235,0.0,4.1
987,2015-02-28,413,0.0,6.1
988,2015-03-01,64,1.0,4.3
989,2015-03-07,267,0.0,8.0
990,2015-03-08,115,0.0,16.6
991,2015-03-14,295,0.0,8.1
992,2015-03-15,108,0.0,9.2
993,2015-03-20,5,1.0,5.8
994,2015-03-21,321,1.0,1.5
995,2015-03-22,85,0.0,3.5
996,2015-03-29,74,1.0,6.6
997,2015-04-02,19,1.0,8.3
998,2015-04-03,3445,0.0,9.2
999,2015-04-04,2376,0.0,7.4
1000,2015-04-05,2418,0.0,6.8
1001,2015-04-06,147,0.0,9.2
1002,2015-04-10,4,0.0,13.5
1003,2015-04-11,684,0.0,16.3
1004,2015-04-12,234,0.0,12.5
1005,2015-04-17,3,1.0,8.3
1006,2015-04-18,92,0.0,13.4
1007,2015-04-19,251,0.0,15.9
1008,2015-04-25,832,0.0,16.3
1009,2015-04-26,2420,0.0,13.7
1010,2015-04-29,4,0.0,12.2
1011,2015-04-30,1,0.0,14.7
1012,2015-05-01,3305,1.0,7.4
1013,2015-05-02,3986,1.0,9.9
1014,2015-05-03,4180,0.0,13.5
1015,2015-05-04,1,1.0,9.1
1016,2015-05-08,1584,0.0,13.0
1017,2015-05-09,4953,0.0,16.1
1018,2015-05-10,2260,1.0,14.2
1019,2015-05-14,7947,0.0,14.6
1020,2015-05-15,8440,0.0,12.8
1021,2015-05-16,8369,0.0,13.9
1022,2015-05-17,1632,1.0,11.3
1023,2015-05-22,2404,0.0,15.1
1024,2015-05-23,5811,0.0,17.1
1025,2015-05-24,3660,0.0,18.0
1026,2015-05-29,2655,0.0,15.5
1027,2015-05-30,4005,1.0,11.6
1028,2015-05-31,4443,0.0,15.7
1029,2015-06-01,2356,1.0,15.1
1030,2015-06-02,1895,1.0,14.3
1031,2015-06-03,2011,0.0,15.5
1032,2015-06-04,2202,0.0,17.6
1033,2015-06-05,3163,0.0,20.0
1034,2015-06-06,7138,1.0,23.1
1035,2015-06-07,4921,0.0,17.3
1036,2015-06-08,2684,1.0,16.4
1037,2015-06-09,2233,0.0,19.5
1038,2015-06-10,1963,0.0,20.6
1039,2015-06-11,2675,0.0,21.8
1040,2015-06-12,4356,0.0,26.0
1041,2015-06-13,8179,0.0,23.9
1042,2015-06-14,6110,0.0,19.6
1043,2015-06-15,3908,0.0,17.8
1044,2015-06-16,4081,0.0,19.2
1045,2015-06-17,3550,1.0,18.4
1046,2015-06-18,2178,1.0,15.1
1047,2015-06-19,3059,1.0,13.6
1048,2015-06-20,5432,1.0,17.4
1049,2015-06-21,5318,1.0,18.0
1050,2015-06-22,4500,1.0,17.3
1051,2015-06-23,3754,1.0,18.4
1052,2015-06-24,4517,1.0,18.6
1053,2015-06-25,6161,0.0,19.5
1054,2015-06-26,4504,1.0,18.7
1055,2015-06-27,7752,0.0,21.3
1056,2015-06-28,6263,0.0,24.6
1057,2015-06-29,6470,0.0,20.0
1058,2015-06-30,7670,0.0,22.1
1059,2015-07-01,7440,0.0,26.4
1060,2015-07-02,6178,0.0,29.4
1061,2015-07-03,4953,0.0,29.5
1062,2015-07-04,7406,0.0,29.5
1063,2015-07-05,6425,0.0,26.4
1064,2015-07-06,6377,1.0,22.4
1065,2015-07-07,13116,0.0,22.0
1066,2015-07-08,6622,1.0,20.0
1067,2015-07-09,6851,1.0,16.7
1068,2015-07-10,7522,0.0,15.7
1069,2015-07-11,11711,0.0,22.6
1070,2015-07-12,7777,0.0,21.3
1071,2015-07-13,8940,1.0,18.5
1072,2015-07-14,10931,1.0,19.8
1073,2015-07-15,11099,1.0,21.6
1074,2015-07-16,11468,0.0,22.6
1075,2015-07-17,9786,0.0,20.6
1076,2015-07-18,8807,1.0,22.4
1077,2015-07-19,8126,0.0,19.3
1078,2015-07-20,8449,1.0,20.2
1079,2015-07-21,11575,1.0,18.0
1080,2015-07-22,13759,0.0,21.0
1081,2015-07-23,11108,1.0,20.0
1082,2015-07-24,11492,0.0,20.6
1083,2015-07-25,8489,1.0,18.0
1084,2015-07-26,5813,1.0,19.9
1085,2015-07-27,12869,1.0,18.2
1086,2015-07-28,7958,1.0,19.4
1087,2015-07-29,7037,1.0,18.4
1088,2015-07-30,8923,1.0,19.8
1089,2015-07-31,9340,0.0,18.7
1090,2015-08-01,10041,0.0,21.4
1091,2015-08-02,6919,1.0,21.3
1092,2015-08-03,8854,0.0,22.4
1093,2015-08-04,9924,0.0,22.8
1094,2015-08-05,6991,1.0,24.0
1095,2015-08-06,9016,0.0,24.2
1096,2015-08-07,6507,0.0,25.7
1097,2015-08-08,7731,0.0,23.6
1098,2015-08-09,5626,0.0,23.2
1099,2015-08-10,5688,0.0,24.9
1100,2015-08-11,5942,1.0,20.6
1101,2015-08-12,5929,0.0,23.4
1102,2015-08-13,5205,0.0,22.8
1103,2015-08-14,5210,0.0,23.0
1104,2015-08-15,7530,0.0,22.3
1105,2015-08-16,4430,0.0,21.8
1106,2015-08-21,3539,0.0,23.2
1107,2015-08-22,7582,0.0,24.5
1108,2015-08-23,4617,0.0,22.3
1109,2015-08-28,2541,0.0,20.8
1110,2015-08-29,8244,0.0,21.3
1111,2015-08-30,4474,1.0,21.6
1112,2015-09-04,2229,0.0,16.2
1113,2015-09-05,4473,1.0,15.4
1114,2015-09-06,2470,1.0,12.3
1115,2015-09-07,25,0.0,16.9
1116,2015-09-08,2,0.0,16.8
1117,2015-09-11,1954,0.0,18.8
1118,2015-09-12,6465,0.0,18.0
1119,2015-09-13,3742,0.0,17.6
1120,2015-09-18,1303,1.0,16.5
1121,2015-09-19,7587,0.0,18.3
1122,2015-09-20,3771,0.0,18.4
1123,2015-09-25,1401,0.0,17.3
1124,2015-09-26,7600,0.0,15.6
1125,2015-09-27,7773,1.0,15.4
1126,2015-10-03,684,0.0,15.7
1127,2015-10-04,436,0.0,14.5
1128,2015-10-17,558,0.0,9.9
1129,2015-10-18,296,0.0,11.5
1130,2015-10-24,744,0.0,13.2
1131,2015-10-25,355,0.0,12.4
1132,2015-10-28,5175,0.0,9.7
1133,2015-10-29,7117,0.0,9.1
1134,2015-10-30,8316,0.0,8.9
1135,2015-10-31,9441,0.0,11.5
1136,2015-11-01,5575,0.0,10.9
1137,2015-11-07,353,1.0,13.4
1138,2015-11-08,86,1.0,9.7
1139,2015-11-14,300,0.0,7.7
1140,2015-11-15,91,0.0,7.8
1141,2015-11-21,109,0.0,-1.9
1142,2015-11-22,31,0.0,-1.7
1143,2015-11-28,157,1.0,6.0
1144,2015-11-29,42,1.0,5.3
1145,2015-12-05,201,0.0,11.5
1146,2015-12-06,40,0.0,12.5
1147,2015-12-12,191,0.0,3.9
1148,2015-12-13,23,0.0,-1.8
1149,2016-01-16,75,0.0,-8.6
1150,2016-01-17,43,0.0,-7.9
1151,2016-01-23,109,0.0,-1.6
1152,2016-01-24,33,0.0,2.6
1153,2016-01-30,147,0.0,7.9
1154,2016-01-31,36,0.0,4.4
1155,2016-02-06,179,1.0,7.3
1156,2016-02-07,56,0.0,9.4
1157,2016-02-13,199,1.0,1.5
1158,2016-02-14,37,0.0,-1.5
1159,2016-02-20,266,1.0,1.5
1160,2016-02-21,50,0.0,5.0
1161,2016-02-27,473,0.0,4.6
1162,2016-02-28,78,0.0,3.7
1163,2016-02-29,4,0.0,4.5
1164,2016-03-05,534,0.0,2.1
1165,2016-03-06,125,0.0,1.3
1166,2016-03-12,303,0.0,5.1
1167,2016-03-13,105,0.0,4.1
1168,2016-03-19,333,0.0,9.5
1169,2016-03-20,112,0.0,9.7
1170,2016-03-24,5,0.0,8.4
1171,2016-03-25,1407,1.0,6.5
1172,2016-03-26,2053,0.0,13.1
1173,2016-03-27,2875,0.0,14.0
1174,2016-03-28,2352,0.0,12.9
1175,2016-04-02,603,0.0,12.5
1176,2016-04-03,244,0.0,11.7
1177,2016-04-06,20,1.0,8.7
1178,2016-04-09,6,0.0,11.3
1179,2016-04-10,211,0.0,11.6
1180,2016-04-11,6,0.0,13.4
1181,2016-04-12,3,0.0,13.5
1182,2016-04-14,6,0.0,9.8
1183,2016-04-16,34,0.0,10.4
1184,2016-04-17,1568,1.0,9.6
1185,2016-04-18,1,1.0,11.8
1186,2016-04-21,9,1.0,15.3
1187,2016-04-22,3,1.0,12.5
1188,2016-04-23,7512,1.0,9.1
1189,2016-04-24,500,0.0,7.3
1190,2016-04-25,3,0.0,7.9
1191,2016-04-26,2,0.0,9.1
1192,2016-04-27,1,1.0,5.9
1193,2016-04-29,632,1.0,12.5
1194,2016-04-30,2031,0.0,13.1
1195,2016-05-01,4027,0.0,16.0
1196,2016-05-04,22,0.0,19.0
1197,2016-05-05,5417,0.0,18.6
1198,2016-05-06,7456,0.0,21.0
1199,2016-05-07,5717,0.0,21.9
1200,2016-05-08,2761,0.0,24.9
1201,2016-05-09,1,0.0,25.6
1202,2016-05-13,2146,1.0,17.8
1203,2016-05-14,4240,1.0,7.7
1204,2016-05-15,1884,1.0,11.3
1205,2016-05-17,2,0.0,16.4
1206,2016-05-20,1987,1.0,20.0
1207,2016-05-21,5158,0.0,17.7
1208,2016-05-22,3124,0.0,24.1
1209,2016-05-23,3,0.0,24.9
1210,2016-05-24,1,0.0,24.7
1211,2016-05-25,1,1.0,15.2
1212,2016-05-27,2218,1.0,14.0
1213,2016-05-28,5914,0.0,17.3
1214,2016-05-29,2689,1.0,15.7
1215,2016-05-30,1742,0.0,23.8
1216,2016-05-31,1089,0.0,26.3
1217,2016-06-01,1136,0.0,26.0
1218,2016-06-02,1630,0.0,27.1
1219,2016-06-03,2442,0.0,28.9
1220,2016-06-04,6759,0.0,21.7
1221,2016-06-05,7108,0.0,19.5
1222,2016-06-06,4923,0.0,20.7
1223,2016-06-07,1848,0.0,24.7
1224,2016-06-08,1141,1.0,17.4
1225,2016-06-09,1965,0.0,18.1
1226,2016-06-10,2642,0.0,14.7
1227,2016-06-11,5677,0.0,17.0
1228,2016-06-12,5816,0.0,20.2
1229,2016-06-13,3242,0.0,22.3
1230,2016-06-14,3036,0.0,20.2
1231,2016-06-15,2936,0.0,23.0
1232,2016-06-16,2409,1.0,16.6
1233,2016-06-17,3692,0.0,24.0
1234,2016-06-18,3802,1.0,19.6
1235,2016-06-19,3863,0.0,22.1
1236,2016-06-20,2738,0.0,21.9
1237,2016-06-21,2756,1.0,22.9
1238,2016-06-22,3030,0.0,24.8
1239,2016-06-23,2447,1.0,24.3
1240,2016-06-24,3731,1.0,26.4
1241,2016-06-25,6643,0.0,29.5
1242,2016-06-26,3604,1.0,23.4
1243,2016-06-27,4330,0.0,22.3
1244,2016-06-28,5701,0.0,21.3
1245,2016-06-29,5391,0.0,20.9
1246,2016-06-30,5146,1.0,21.1
1247,2016-07-01,3910,1.0,22.5
1248,2016-07-02,3910,1.0,22.9
1249,2016-07-03,6367,1.0,21.0
1250,2016-07-04,6120,1.0,20.6
1251,2016-07-05,8408,0.0,20.9
1252,2016-07-06,7189,0.0,23.4
1253,2016-07-07,7427,0.0,22.4
1254,2016-07-08,5913,1.0,21.3
1255,2016-07-09,8140,0.0,23.8
1256,2016-07-10,6902,0.0,23.2
1257,2016-07-11,7071,1.0,24.4
1258,2016-07-12,8790,1.0,21.9
1259,2016-07-13,10890,0.0,21.7
1260,2016-07-14,10274,0.0,22.2
1261,2016-07-15,6765,0.0,21.7
1262,2016-07-16,9583,0.0,22.0
1263,2016-07-17,8215,0.0,21.7
1264,2016-07-18,9228,1.0,21.0
1265,2016-07-19,12243,0.0,24.7
1266,2016-07-20,11357,0.0,26.0
1267,2016-07-21,10222,0.0,27.4
1268,2016-07-22,8049,0.0,27.7
1269,2016-07-23,8423,0.0,30.0
1270,2016-07-24,6407,0.0,30.4
1271,2016-07-25,7577,0.0,30.8
1272,2016-07-26,8620,1.0,26.8
1273,2016-07-27,12948,0.0,24.8
1274,2016-07-28,11213,0.0,25.1
1275,2016-07-29,8988,0.0,25.8
1276,2016-07-30,8241,1.0,23.9
1277,2016-07-31,8522,0.0,23.1
1278,2016-08-01,8758,0.0,22.2
1279,2016-08-02,11506,1.0,21.5
1280,2016-08-03,10679,0.0,22.4
1281,2016-08-04,9144,1.0,24.8
1282,2016-08-05,8492,0.0,23.3
1283,2016-08-06,8053,0.0,21.7
1284,2016-08-07,6351,0.0,22.5
1285,2016-08-08,6959,1.0,22.6
1286,2016-08-09,8204,0.0,19.0
1287,2016-08-10,6813,1.0,17.4
1288,2016-08-11,6807,1.0,16.3
1289,2016-08-12,7218,1.0,20.0
1290,2016-08-13,7257,1.0,23.0
1291,2016-08-14,5215,1.0,20.6
1292,2016-08-15,5086,0.0,19.6
1293,2016-08-16,4846,0.0,21.2
1294,2016-08-17,3145,0.0,16.7
1295,2016-08-18,1771,1.0,16.8
1296,2016-08-19,2247,1.0,18.5
1297,2016-08-20,6808,0.0,23.2
1298,2016-08-21,2627,0.0,20.9
1299,2016-08-26,2345,0.0,32.7
1300,2016-08-27,6477,0.0,23.2
1301,2016-08-28,3030,1.0,15.1
1302,2016-09-02,1876,0.0,20.0
1303,2016-09-03,5679,0.0,20.9
1304,2016-09-04,4084,0.0,20.9
1305,2016-09-09,1751,0.0,24.2
1306,2016-09-10,6835,0.0,24.5
1307,2016-09-11,5149,0.0,24.3
1308,2016-09-15,1,0.0,25.8
1309,2016-09-16,1651,0.0,19.3
1310,2016-09-17,5606,0.0,18.6
1311,2016-09-18,3509,0.0,18.4
1312,2016-09-23,1195,1.0,18.3
1313,2016-09-24,7331,0.0,17.6
1314,2016-09-25,3106,0.0,19.0
1315,2016-09-30,1005,0.0,16.7
1316,2016-10-01,6195,0.0,16.7
1317,2016-10-02,7506,0.0,17.2
1318,2016-10-08,725,0.0,8.7
1319,2016-10-09,147,1.0,10.0
1320,2016-10-15,617,0.0,7.9
1321,2016-10-16,229,0.0,8.8
1322,2016-10-22,267,1.0,4.5
1323,2016-10-23,59,1.0,7.4
1324,2016-10-29,477,0.0,9.6
1325,2016-10-30,193,0.0,9.0
1326,2016-11-02,2883,1.0,1.9
1327,2016-11-03,6919,0.0,2.4
1328,2016-11-04,8292,0.0,0.3
1329,2016-11-05,7902,0.0,3.6
1330,2016-11-06,2959,0.0,1.6
1331,2016-11-12,507,0.0,3.7
1332,2016-11-13,150,0.0,2.4
1333,2016-11-19,226,0.0,7.1
1334,2016-11-20,146,0.0,4.8
1335,2016-11-26,337,0.0,9.0
1336,2016-11-27,123,0.0,3.3
1337,2016-12-02,943,1.0,1.7
1338,2016-12-03,5182,0.0,0.8
1339,2016-12-04,3502,0.0,2.1
1340,2016-12-09,1610,0.0,9.1
1341,2016-12-10,4397,1.0,2.9
1342,2016-12-11,3437,1.0,3.1
1343,2016-12-16,1668,0.0,-0.1
1344,2016-12-17,6056,0.0,2.4
1345,2016-12-18,5161,0.0,3.0
1346,2017-02-04,290,0.0,1.4
1347,2017-02-05,49,0.0,1.8
1348,2017-02-11,195,0.0,-1.4
1349,2017-02-12,24,0.0,-0.8
1350,2017-02-18,357,0.0,2.7
1351,2017-02-19,97,0.0,6.8
1352,2017-02-21,1,1.0,0.9
1353,2017-02-25,587,0.0,2.9
1354,2017-02-26,120,1.0,3.4
1355,2017-03-04,589,0.0,4.1
1356,2017-03-05,186,0.0,0.8
1357,2017-03-11,400,0.0,7.9
1358,2017-03-12,159,0.0,9.0
1359,2017-03-18,709,1.0,6.7
1360,2017-03-19,223,0.0,7.5
1361,2017-03-25,734,0.0,11.0
1362,2017-03-26,272,0.0,17.0
1363,2017-04-01,277,1.0,15.7
1364,2017-04-05,1,1.0,12.1
1365,2017-04-08,961,0.0,17.0
1366,2017-04-09,394,0.0,15.6
1367,2017-04-10,2,1.0,13.0
1368,2017-04-11,4,0.0,10.4
1369,2017-04-12,22,1.0,6.3
1370,2017-04-14,1429,1.0,0.2
1371,2017-04-15,2569,0.0,2.4
1372,2017-04-16,3227,0.0,4.3
1373,2017-04-17,1767,0.0,3.9
1374,2017-04-22,2294,0.0,10.0
1375,2017-04-23,1619,1.0,9.6
1376,2017-04-29,2564,0.0,10.7
1377,2017-04-30,3064,0.0,13.0
1378,2017-05-01,5084,0.0,16.0
1379,2017-05-05,1321,0.0,20.4
1380,2017-05-06,4077,0.0,17.8
1381,2017-05-07,2316,0.0,13.6
1382,2017-05-09,22,0.0,8.0
1383,2017-05-10,3,1.0,7.5
1384,2017-05-11,7,0.0,9.0
1385,2017-05-12,1594,0.0,10.4
1386,2017-05-13,4607,0.0,13.6
1387,2017-05-14,2459,0.0,17.2
1388,2017-05-15,2,1.0,10.8
1389,2017-05-16,9,0.0,15.1
1390,2017-05-17,31,1.0,17.3
1391,2017-05-18,14,0.0,25.3
1392,2017-05-19,2400,0.0,27.2
1393,2017-05-20,5397,0.0,22.1
1394,2017-05-21,2831,0.0,21.2
1395,2017-05-22,3,0.0,17.5
1396,2017-05-23,2,0.0,19.6
1397,2017-05-24,11,0.0,22.8
1398,2017-05-25,6310,0.0,20.9
1399,2017-05-26,9312,0.0,22.7
1400,2017-05-27,7198,0.0,27.2
1401,2017-05-28,3637,1.0,28.6
1402,2017-05-29,1761,0.0,21.7
1403,2017-05-30,1028,1.0,16.4
1404,2017-05-31,808,1.0,17.3
1405,2017-06-01,1303,0.0,16.6
1406,2017-06-02,1981,0.0,16.2
1407,2017-06-03,3982,1.0,12.9
1408,2017-06-04,4374,1.0,19.6
1409,2017-06-05,6298,0.0,18.8
1410,2017-06-06,5327,0.0,22.5
1411,2017-06-07,944,1.0,17.3
1412,2017-06-08,1073,1.0,16.9
1413,2017-06-09,1665,1.0,17.7
1414,2017-06-10,4700,1.0,19.6
1415,2017-06-11,5655,1.0,20.8
1416,2017-06-12,1949,1.0,18.5
1417,2017-06-13,1602,1.0,17.8
1418,2017-06-14,2030,1.0,22.8
1419,2017-06-15,2668,0.0,23.8
1420,2017-06-16,2674,1.0,20.6
1421,2017-06-17,5688,0.0,24.2
1422,2017-06-18,4527,0.0,25.5
1423,2017-06-19,3305,0.0,23.6
1424,2017-06-20,3659,1.0,19.9
1425,2017-06-21,3247,0.0,20.4
1426,2017-06-22,2001,0.0,18.7
1427,2017-06-23,4480,0.0,19.9
1428,2017-06-24,6529,0.0,20.3
1429,2017-06-25,4759,1.0,17.2
1430,2017-06-26,3695,1.0,19.5
1431,2017-06-27,5999,0.0,19.4
1432,2017-06-28,5642,0.0,20.8
1433,2017-06-29,4584,0.0,21.6
1434,2017-06-30,2435,1.0,18.5
1435,2017-07-01,5269,0.0,19.3
1436,2017-07-02,6097,1.0,22.0
1437,2017-07-03,5478,0.0,20.4
1438,2017-07-04,7017,0.0,19.7
1439,2017-07-05,7164,1.0,19.6
1440,2017-07-06,7093,0.0,22.3
1441,2017-07-07,5767,0.0,22.5
1442,2017-07-08,5182,1.0,19.0
1443,2017-07-09,9324,0.0,22.7
1444,2017-07-10,8236,0.0,24.1
1445,2017-07-11,9083,1.0,24.1
1446,2017-07-12,8387,0.0,21.1
1447,2017-07-13,8542,0.0,20.9
1448,2017-07-14,7298,0.0,22.9
1449,2017-07-15,8869,0.0,24.0
1450,2017-07-16,6970,1.0,21.6
1451,2017-07-17,8836,1.0,21.2
1452,2017-07-18,9958,0.0,22.5
1453,2017-07-19,10543,0.0,23.7
1454,2017-07-20,9286,0.0,24.1
1455,2017-07-21,8187,0.0,20.6
1456,2017-07-22,9204,0.0,25.6
1457,2017-07-23,8858,0.0,23.3
1458,2017-07-24,8776,0.0,22.5
1459,2017-07-25,12033,0.0,21.5
1460,2017-07-26,11528,0.0,22.8
1461,2017-07-27,9668,0.0,24.7
1462,2017-07-28,8122,0.0,23.6
1463,2017-07-29,11073,0.0,23.3
1464,2017-07-30,8544,1.0,24.8
1465,2017-07-31,8273,0.0,24.2
1466,2017-08-01,10547,0.0,25.0
1467,2017-08-02,10016,1.0,24.0
1468,2017-08-03,8556,1.0,21.9
1469,2017-08-04,6438,1.0,21.1
1470,2017-08-05,6856,1.0,22.1
1471,2017-08-06,6101,1.0,20.0
1472,2017-08-07,6907,0.0,21.4
1473,2017-08-08,8056,0.0,24.3
1474,2017-08-09,5682,1.0,22.8
1475,2017-08-10,6786,0.0,22.0
1476,2017-08-11,5216,0.0,26.8
1477,2017-08-12,6472,0.0,18.7
1478,2017-08-13,4268,0.0,19.8
1479,2017-08-14,4419,0.0,22.5
1480,2017-08-15,4668,0.0,23.9
1481,2017-08-16,2435,1.0,22.0
1482,2017-08-17,4150,0.0,23.7
1483,2017-08-18,2414,1.0,21.7
1484,2017-08-19,4873,1.0,21.6
1485,2017-08-20,5573,1.0,20.9
1486,2017-08-21,5,0.0,21.0
1487,2017-08-22,17,0.0,19.2
1488,2017-08-23,6,0.0,20.1
1489,2017-08-24,5,0.0,21.7
1490,2017-08-25,1349,1.0,17.6
1491,2017-08-26,6120,0.0,20.7
1492,2017-08-27,3173,0.0,19.3
1493,2017-08-28,8,0.0,21.4
1494,2017-08-29,24,0.0,23.1
1495,2017-08-30,15,1.0,21.9
1496,2017-08-31,6,1.0,15.9
1497,2017-09-01,1748,0.0,19.4
1498,2017-09-02,5403,1.0,19.3
1499,2017-09-03,3466,1.0,14.2
1500,2017-09-04,24,1.0,14.0
1501,2017-09-05,10,1.0,14.1
1502,2017-09-06,13,0.0,14.4
1503,2017-09-07,19,0.0,15.7
1504,2017-09-08,1145,0.0,13.9
1505,2017-09-09,3138,1.0,17.1
1506,2017-09-10,2932,0.0,18.8
1507,2017-09-11,10,0.0,18.3
1508,2017-09-12,13,0.0,19.3
1509,2017-09-13,4,1.0,16.8
1510,2017-09-14,17,1.0,15.1
1511,2017-09-15,807,1.0,17.9
1512,2017-09-16,3751,1.0,18.2
1513,2017-09-17,2040,1.0,16.2
1514,2017-09-18,4,0.0,15.1
1515,2017-09-19,8,1.0,12.8
1516,2017-09-20,16,1.0,11.1
1517,2017-09-21,6,1.0,15.8
1518,2017-09-22,772,1.0,12.9
1519,2017-09-23,2890,1.0,15.1
1520,2017-09-24,2719,0.0,16.5
1521,2017-09-25,15,0.0,18.5
1522,2017-09-26,6,0.0,17.6
1523,2017-09-27,11,0.0,17.0
1524,2017-09-28,12,0.0,17.5
1525,2017-09-29,758,0.0,12.6
1526,2017-09-30,5795,0.0,14.8
1527,2017-10-01,1472,0.0,15.1
1528,2017-10-02,2,1.0,14.4
1529,2017-10-03,1,1.0,15.0
1530,2017-10-04,7,1.0,13.6
1531,2017-10-05,3,0.0,13.0
1532,2017-10-06,6,0.0,13.2
1533,2017-10-07,4638,1.0,11.9
1534,2017-10-08,4062,1.0,7.5
1535,2017-10-09,20,0.0,10.0
1536,2017-10-10,15,0.0,10.9
1537,2017-10-11,7,0.0,11.6
1538,2017-10-12,6,1.0,14.2
1539,2017-10-13,11,0.0,11.3
1540,2017-10-14,1236,1.0,15.4
1541,2017-10-15,1210,0.0,14.8
1542,2017-10-16,20,0.0,16.6
1543,2017-10-18,4,0.0,11.1
1544,2017-10-19,15,0.0,11.4
1545,2017-10-20,16,0.0,10.2
1546,2017-10-21,1199,0.0,10.7
1547,2017-10-22,900,0.0,8.6
1548,2017-10-23,1,1.0,7.9
1549,2017-10-24,1,1.0,5.8
1550,2017-10-25,3,1.0,11.0
1551,2017-10-26,7,0.0,10.7
1552,2017-10-27,12,0.0,6.0
1553,2017-10-28,920,1.0,10.5
1554,2017-10-29,1155,0.0,6.0
1555,2017-10-30,8,0.0,4.9
1556,2017-10-31,16,0.0,7.2
1557,2017-11-01,4635,1.0,10.9
1558,2017-11-02,5680,0.0,9.3
1559,2017-11-03,9740,0.0,9.6
1560,2017-11-04,10742,0.0,10.3
1561,2017-11-05,5466,0.0,11.3
1562,2017-11-06,10,0.0,9.0
1563,2017-11-07,17,0.0,8.1
1564,2017-11-08,7,0.0,5.4
1565,2017-11-09,6,0.0,8.0
1566,2017-11-10,11,0.0,8.5
1567,2017-11-11,18,1.0,3.1
1568,2017-11-12,21,0.0,4.0
1569,2017-11-13,41,0.0,2.7
1570,2017-11-14,7,1.0,1.3
1571,2017-11-15,10,0.0,8.0
1572,2017-11-16,10,0.0,5.2
1573,2017-11-17,23,0.0,7.4
1574,2017-11-19,8,1.0,1.5
1575,2017-11-20,4,0.0,-0.7
1576,2017-11-21,24,1.0,-1.0
1577,2017-11-22,6,1.0,3.5
1578,2017-11-23,8,1.0,10.4
1579,2017-11-24,7,0.0,7.0
1580,2017-11-25,1,0.0,4.4
1581,2017-11-26,7,1.0,3.0
1582,2017-11-27,1,0.0,4.5
